horas_estudio,calif_practicas,aprobado
8.741722139252525,94.49595315799922,1
19.11285751537849,54.37371344001834,1
15.175890952605291,48.693692325473386,1
12.775852715546659,69.36716561665378,1
4.808335527963857,99.13902724663605,0
4.807901366051648,54.523316290690026,1
3.0455050190275905,80.32813284435271,0
17.591170623948834,85.69717691972305,1
12.82007021137776,54.25825263954398,1
14.745306400328818,83.69298091671158,1
2.370520897324444,62.06698796315519,0
19.4583773389159,77.93834983561477,1
16.98396753440759,78.01178264565368,1
5.822103992208971,72.14648104448551,1
5.272849409727812,45.4173862032645,0
5.301281177361808,90.11814973535428,1
7.476360373271679,59.24680389830415,0
11.44561576938028,51.19111062399126,0
9.775010335558084,42.44650849328583,0
7.242124523564755,75.4535765912945,0
13.01335210500283,80.65386171053694,1
4.510889491736753,40.99526973567137,0
7.258603673633926,70.72558349795686,0
8.594513179286452,53.58974651187628,0
10.209259715906647,78.710367424567,0
16.133167305074245,50.46198574029949,0
5.594128078850475,81.45626428614796,0
11.256219891445008,63.20412077803225,0
12.663462239516765,96.20379932420407,1
2.8361074289599593,48.25125664875959,0
12.93580733422589,60.46398106301551,0
5.069434226371247,46.80841127443534,0
3.1709286737350313,95.48161709671376,0
19.079939670559998,92.64036120285886,1
19.38137659534207,55.47649766290934,1
16.5511522660963,79.59904276205074,1
7.483047845120672,89.03333201207295,0
3.7580980521149097,73.31204869596775,0
14.316194477218824,71.77903470136039,1
9.922744887312824,54.5111374540271,0
4.196688227206019,45.586166068353954,0
10.913184382002864,93.8329454771996,1
2.618993380073931,94.02508342979982,0
18.36776723741808,77.98608743639608,1
6.6580396688003045,60.34178746292204,1
13.925401118371676,60.95257447675965,1
7.610799369609397,83.55734073221436,0
11.361224381200595,93.82661559715463,1
11.840785028179035,93.22518545590704,1
5.327380199459487,86.79253275145743,1
19.452523299762053,78.52189876925726,1
15.952390820500062,45.04839789970293,0
18.910980948155405,49.69772284567683,1
18.106892307697677,93.91325131162475,1
12.762199618599533,76.38574357957539,1
18.593736230416102,40.55182309699778,1
3.592865036934551,46.08829257196193,0
5.527691523544614,79.81010614648335,0
2.814091200389685,40.30369503077312,0
7.855945953738758,49.64848308504992,0
8.996191214410675,72.92402736199517,0
6.884282571930126,81.51371186156159,1
16.91727516473473,79.11767557015604,1
8.421559880484606,53.45615856763359,0
7.056821174372853,82.73075328085216,1
11.768529496848473,54.23494524980801,0
4.536636049545727,59.52398188955606,1
16.439545653572715,84.78948430708145,0
3.3419115862358746,78.97797394283288,1
19.76396485880931,90.95340462965068,1
15.900405847339833,79.4567735380206,1
5.576882267615103,74.0985162001283,0
2.099398108224843,45.62048606968555,0
16.678305712187015,62.062948183566014,0
14.723432189257109,55.91214206090353,1
15.122129024737772,54.63937860274501,1
15.882866240347024,98.38063328514673,1
3.3328037312136267,63.58586348000563,0
8.452383113796907,93.5227933106268,0
4.085643071452335,77.86831755983577,0
17.535861665760685,87.6886782124989,1
13.219366282896043,70.15822558631153,1
7.956164447347685,74.61423307758155,1
3.1440503051484257,69.55106162913184,1
7.59768179088192,51.71457926788267,0
7.853299796481447,83.34712691569032,0
15.132911210085153,56.846341746451344,1
13.476034484393836,41.45895798588723,0
17.96982936637388,78.72833775443007,1
10.499868652915087,50.62664076442294,1
4.152696426889431,96.42751506117486,1
14.83840617001391,97.23571462015525,1
15.694130875104154,94.89186341322691,1
12.102989556250932,62.20952201532666,0
15.877409239182098,40.927396991732046,1
10.888320734559034,95.69911375526353,0
11.409190928875892,65.69104889903886,0
9.695738330453894,97.99928914262017,1
2.457544281393713,97.81719862535518,1
3.94204568587948,91.1805673280416,1
2.5657253423612163,57.66693352417514,0
13.455387402748046,63.105863716115515,0
7.65840765937388,91.06820029101141,1
11.15427244096465,59.01532030937666,1
18.336196530669675,50.16956480116555,1
6.487260124679749,73.40807574750102,0
9.386892614641335,96.16928644964686,1
15.599920493774876,81.76178780049838,1
6.118366978849204,74.2036702053619,1
3.3856383769182736,45.83058962624611,0
7.215526152447825,76.90043360195018,0
4.9019831705720796,99.4032310062558,0
18.734557742166317,48.40504091419144,0
16.546166832159507,71.0997791418242,1
13.401267617187623,92.64238431567733,1
17.68629062337892,84.44611706525227,1
16.46609738418406,81.82094445971607,1
5.358261059948645,82.14904503922655,0
18.0660619728196,61.56946907318531,1
11.708160354481713,57.6155106558696,1
16.533922792953124,88.56166932871082,1
18.12964339862288,88.60680368075084,1
7.724062549493549,92.02433911480622,1
3.9809346414981817,94.79443315338828,0
6.10283292575495,70.68054393165627,0
9.687940195272613,70.09097768123198,1
16.724265786604875,87.89771073800651,1
17.49315049861418,78.99783584666591,1
2.125138349561433,82.11801263546221,0
11.193451446396184,87.74756016616607,1
9.513398056678021,93.40032050905398,1
5.997940588473145,60.27970941109215,0
4.157576612006291,62.53497715839664,0
8.077073085265303,45.63891639045214,0
18.972374670425346,74.69680845977044,1
7.817652776373594,42.156536427804525,0
11.33823119138059,67.9358810879476,1
14.6543412601132,72.55867808245459,1
8.545332842827293,57.192475127697065,0
19.49207748897729,75.44999563414065,1
19.324051308958,41.83001499634297,1
6.532081324856555,42.24089132495286,1
10.950473106062939,89.3560336395795,1
7.415809576701854,61.61143848467577,0
7.1271288987944175,47.623630759113084,1
2.6639650523815903,71.33459560328826,1
12.972158011638143,86.19961318591665,0
11.048222418119506,52.94926164981059,1
2.926617522499808,77.37342854914002,0
7.015636356259006,45.12084789962608,0
